A_YEAR,C_COW_ALPHA,C_ISO3_C,D_INTERVIEW,Q112,Q113,Q114,Q115,Q116,Q117,...1,Country Name,GDP,FDI,GDPgr,Oilrents,Taxrevenue,ControlCorruption,CPIA,log GDP
2020,CAN,CAN,124070147,5,2,3,1,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070148,9,3,4,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070150,5,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070151,10,2,4,4,1,4,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070152,7,3,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070153,8,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070154,7,2,3,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070155,6,2,3,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070156,7,2,2,3,2,3,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070158,8,2,3,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070159,9,2,3,2,2,3,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070160,8,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070161,6,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070162,7,3,3,3,3,3,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070163,7,2,3,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070164,5,3,2,2,2,3,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070166,6,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070169,5,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070171,5,2,2,3,3,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070172,5,2,3,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070173,4,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070174,4,2,2,2,2,4,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070175,7,3,2,2,2,3,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070176,7,2,2,2,3,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070177,6,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070178,5,3,2,3,2,3,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070179,10,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070180,8,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070181,7,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070182,7,3,2,2,2,4,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070183,9,2,2,2,2,3,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070184,10,3,3,1,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070185,9,3,4,3,3,3,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070186,10,2,2,1,1,1,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070187,6,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070189,7,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070190,7,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070191,7,2,2,2,2,3,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070192,10,4,3,2,1,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070193,7,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070194,10,2,2,2,2,4,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070195,8,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070196,6,3,3,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070197,8,3,3,3,3,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070198,8,3,3,3,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070199,8,2,2,2,2,3,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070201,9,2,2,2,2,1,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070202,6,2,2,1,1,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070203,5,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070205,8,2,3,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070206,10,2,2,1,2,1,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070207,7,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070208,5,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070209,8,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070210,10,3,2,2,2,3,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070211,7,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070212,5,3,3,3,3,3,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070213,6,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070214,10,2,2,2,2,1,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070215,6,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070216,7,3,3,2,3,3,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070217,9,3,3,2,3,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070218,6,2,2,2,4,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070219,4,2,2,2,2,3,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070223,5,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070224,7,2,4,3,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070225,10,3,2,2,2,1,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
